인구이동_기점,인구이동_종점,0세_19세 일평균 외부유입 인구,20세_39세 일평균 외부유입 인구,40세_64세 일평균 외부유입 인구,65세 이상 일평균 외부유입 인구,남성_일평균 외부유입 인구,여성_일평균 외부유입 인구,2020년 1월_일평균 외부유입 인구,2020년 2월_일평균 외부유입 인구,2020년 3월_일평균 외부유입 인구,2020년 4월_일평균 외부유입 인구,2020년 5월_일평균 외부유입 인구,2020년 6월_일평균 외부유입 인구,2020년 7월_일평균 외부유입 인구,2020년 8월_일평균 외부유입 인구,2020년 9월_일평균 외부유입 인구,2020년 10월_일평균 외부유입 인구,2020년 11월_일평균 외부유입 인구,2020년 12월_일평균 외부유입 인구,주중_새벽(0시-6시)_일평균 외부유입 인구,주중_출근(7시-9시)_일평균 외부유입 인구,주중_주간(10시-17시)_일평균 외부유입 인구,주중_퇴근(18시-20시)_일평균 외부유입 인구,주중_야간(21시-23시)_일평균 외부유입 인구,주말_첨두시(11시-19시)_일평균 외부유입 인구,주말_비첨두시(20시-10시)_일평균 외부유입 인구,데이터기준일자
경상남도,우만1동,11.68,112.19,158.07,16.49,137.19,161.23,362.77,294.3,330.81,191.26,324.45,308.99,363.88,384.8,186.52,315.99,224.65,283.23,74.16,30.95,82.88,21.42,44.49,225.74,184.85,2021-11-30
경상남도,우만2동,79.38,200.98,153.06,16.18,231.22,218.37,308.23,450.45,425.03,378.68,536.32,359.61,723.12,662.34,246.77,495.91,434.71,361.73,149.51,53.88,118.06,30.79,71.65,349.59,164.71,2021-11-30
경상남도,원천동,253.36,711.48,364.26,77.99,719.75,687.33,1716.9,1420.68,1093.48,1123.38,1267.62,1495.81,1809.03,1066.39,1399.6,2286.53,1165.98,1026.15,376.42,179.3,493.62,110.66,222.8,921.05,547.22,2021-11-30
경상남도,율천동,332.51,587.08,303.54,75.96,430.53,868.55,1002.06,1453.42,1247.77,1013.62,1303,1088.84,1070.66,1419.24,3301.18,1401.43,716.74,610.74,364.84,149.04,388.35,101.6,214.8,966.66,535.11,2021-11-30
경상남도,인계동,71.86,683.86,513.25,73.15,504.13,838,1685.77,1292.74,1076.57,1293.38,1530.9,1332.65,1348.32,1443.63,996.27,1459.48,1567.32,1069.52,374.91,130.45,321.85,106.29,241.99,1131.48,630.46,2021-11-30
경상남도,입북동,23.28,52.89,104.78,36.94,94.67,123.23,333.97,146.6,380.45,144.69,246.72,185.09,197.41,212.78,133.1,260.25,241.68,122.07,54.39,24.72,69.24,18.83,32.76,156.92,106.21,2021-11-30
경상남도,정자1동,48.81,52.15,113.15,63.05,139.08,138.09,578.48,261.97,179.53,286.82,252.13,274.08,271.98,283.72,86.67,230.28,197.48,413.41,83.5,32.59,68.92,18.51,45.32,239.56,108.99,2021-11-30
경상남도,정자2동,7.7,73.58,88.55,34.86,83.26,121.43,399.37,145.58,159.98,130.95,245.58,225.22,149.2,275.31,70.01,286.6,195.54,162.81,56.08,21.63,52.92,14.9,32.61,174.73,96.85,2021-11-30
경상남도,정자3동,70.6,114.45,210.52,82.97,221.55,257,629.58,445.65,301.92,407.87,682.05,650.55,362.88,740.07,331.95,473.13,374.47,335.51,118.79,48.74,127.44,32.96,72.53,447.64,227.6,2021-11-30
경상남도,조원1동,55.25,145.48,154.73,15.19,149.1,221.55,460.69,209.23,294.22,295.3,337.05,353.6,346.89,504.75,325.23,577.77,417.74,311.95,87.6,37.16,103.9,28.78,58.53,319.08,189.3,2021-11-30
경상남도,조원2동,6.12,33.96,31.29,3.27,30.89,43.75,121.69,48.55,68.27,77.58,84.91,74.44,50.57,94.83,47.48,67.3,121.8,37.28,10.98,6.95,27.87,7.57,11.98,44.82,53.19,2021-11-30
경상남도,지동,8.21,64.85,80.27,9.74,81.87,81.2,318.89,150.4,278.95,121.56,119.4,102.33,94.77,258.11,87.73,168.4,127.19,121.43,42.87,19.67,47.39,10.19,22.58,139.63,74.77,2021-11-30
경상남도,파장동,41.18,178.91,158.86,60.7,173.82,265.83,641.79,451.09,302.01,547.93,553.71,497.04,222.07,442.52,399.46,416.68,558.82,251.36,115.39,48.38,139.2,36,71.05,304.24,210.05,2021-11-30
경상남도,평동,30.76,168.05,217.19,28.35,168.93,275.42,644.65,525.09,296.52,348.52,505.68,349.52,373.01,609.19,423.18,420.3,470.79,365.03,98.87,54.82,173.32,33.11,59.08,304.27,203.48,2021-11-30
경상남도,행궁동,30.42,95.45,134.95,21.35,102.81,179.34,428.47,274.22,510.73,230.99,327.51,183.61,144.48,201.77,184.81,332.84,298.17,260.33,61.83,25.35,91.93,24.59,42.43,193.45,179.49,2021-11-30
경상남도,호매실동,17.15,54.62,93.57,20.1,91.98,93.46,269.73,159.28,201.3,185.74,294.06,127.06,188.55,177.59,126.19,191.51,153.38,142.48,49.92,20.07,50.71,13.95,29.49,150.45,86.87,2021-11-30
경상남도,화서1동,27.27,70.19,143.13,9.17,99.69,150.07,497.09,412.71,157.6,190.51,343.56,243.03,129.75,365.65,120.21,221,160.38,157.06,70.91,27.65,69.84,18.04,41.87,204.6,99.21,2021-11-30
경상남도,화서2동,24.46,88.02,230.12,40.97,149.54,234.03,566.85,329.72,574.43,266.49,564.02,297.86,335.91,589.23,190.8,342.1,285.53,240.46,91.13,40.13,101.06,27.05,61.11,350.33,192.16,2021-11-30
경상북도,고등동,11.19,100.56,95.25,24.57,85.9,145.67,299.07,275.29,209.69,203.2,253.96,206.22,235.92,169.28,118.44,427.93,176.54,199.05,59.43,25.72,74.13,17.42,36.01,165.73,113.37,2021-11-30
경상북도,곡선동,38.58,244.5,304.26,72.08,286.62,372.8,860.87,529.71,575.1,579.44,614.39,768.72,858.39,562.36,481.48,797.15,657.48,614.71,171.41,74.8,191.32,50.34,106.79,517.28,305.26,2021-11-30
경상북도,광교1동,196.36,463.51,687.62,151.02,681.42,817.09,2201.78,1436.03,1216.57,1672.49,1866.25,1141.77,1225.4,1328.76,1398.65,1887.84,1472.29,1120.28,290.19,158.84,530.3,128,215.74,1091.54,848.94,2021-11-30
경상북도,광교2동,16.52,143.16,248.2,59.2,212.54,254.54,731.31,517.46,402.64,298.57,402.96,403.12,525.31,464.64,544.36,519.15,403.74,387.97,95.01,55.28,160.02,34.82,58.49,344.38,282.59,2021-11-30
경상북도,구운동,31.52,237.87,297.41,34.37,182.07,419.1,1265.5,521.21,565.27,559.24,674.74,380.09,600.89,669.84,343.53,599.48,528.66,481.3,164.93,60.9,165.94,47.68,100.71,488.07,266.81,2021-11-30
경상북도,권선1동,64.31,526.3,501.44,102.27,521.13,673.2,1943.95,879.85,990.14,1110.32,1076.69,1029.79,1263.74,1188.12,1106.11,1329.09,1273.77,1111.81,327,125.47,320.79,86.37,188.71,1003.17,558.94,2021-11-30
경상북도,권선2동,46.59,234.84,333.99,100.83,266.99,449.27,1307.61,687.53,654.03,635.35,639.64,644.25,690.03,699.28,454.52,679.34,568.58,914.91,179.72,68.73,190.37,51.08,117.28,626.64,364.41,2021-11-30
경상북도,금곡동,82.34,292.69,499.65,106.57,470.37,510.89,1481.63,957.03,1412.51,781.09,809.18,699.47,1049.18,823.35,850.1,1106.21,985.88,798.3,293.31,104.49,233.14,63.1,147.33,902.82,430.87,2021-11-30
경상북도,망포1동,76.27,378.29,531.71,130.24,533.03,583.48,1656.75,1337.14,1334.01,975.63,865.67,814.04,1197.58,1006.1,940.81,1116.32,1009.18,1135.69,303,112.78,277.02,82.48,182.24,1011.38,505.67,2021-11-30
경상북도,망포2동,36.21,165.59,182.76,47.16,194.7,237.02,614.89,536.7,249.63,415.6,395.3,254.1,443.66,544.49,257.74,476.36,399.72,586.29,116.44,45.67,111.29,31.12,67.59,395.28,186.59,2021-11-30
경상북도,매교동,10.82,56.37,64.38,25.77,76.08,81.26,270.43,103.88,171.08,57.3,231.31,145.9,160.56,50.47,127.32,293.52,178.95,85.84,46.08,19.46,48.69,10.96,23.31,107.9,68.67,2021-11-30
경상북도,매산동,169.23,675.65,382.63,95.85,522.53,800.82,2130.63,1357,940.74,1119.01,1491.03,1257.94,1418.03,1387.43,977.87,1645.38,1308.76,828.28,250.6,105.67,445.69,126.68,204.91,896.84,904.7,2021-11-30
경상북도,매탄1동,18.97,75.09,107.86,29.41,86.94,144.38,345.64,314.82,178.55,214.99,165.28,142.44,321.16,269.32,144.22,228.62,258.02,192.89,66.62,26.77,64.74,17.83,39.13,178.44,93.79,2021-11-30
경상북도,매탄2동,115.29,430.66,424.56,91.08,505.34,556.24,1569.99,1083.18,1127.6,748.88,848.81,793.69,1160.35,1091.24,1085.95,1217.13,1198.13,801.91,281.85,113.86,299.07,71.48,154.68,893.95,521.95,2021-11-30
경상북도,매탄3동,87.37,438.4,445.71,97.89,363.07,706.3,1749,1122.43,958.23,1051.33,707.27,940.64,1334.57,1204.45,962.86,1021.43,873.53,895.54,237.92,134,403.27,83.19,156.55,770.22,436.27,2021-11-30
경상북도,매탄4동,22.41,99.72,94.88,27.29,122.41,121.89,258.37,266.2,311.98,104.95,206.25,325.69,346.58,184.48,148.31,232.4,236.97,301.15,81.33,32.07,66.52,15.15,37.78,191.47,79.31,2021-11-30
경상북도,서둔동,52.24,261.39,254.1,43.69,230.5,380.92,1186.3,449.57,480.61,525.03,683.73,434.45,763.47,545.93,438.73,774.33,646.64,384.9,135.6,61.71,200.87,47.78,87.06,428.48,380.45,2021-11-30
경상북도,세류1동,10.46,67.78,72.32,8.2,60.43,98.32,245.28,151.12,77.28,114.94,235.16,122.43,129.47,193.02,149.56,144.32,175.75,163.89,32.03,15.49,56.9,13.15,22.92,115.8,88.95,2021-11-30
경상북도,세류2동,39.56,187.61,298.17,43.67,244.2,324.81,998.83,542.95,508.73,529.66,625.62,434.44,558.98,599.12,413.69,624.89,498.01,478.63,162.19,58.79,171.77,42.68,94.54,414.08,253.3,2021-11-30
경상북도,세류3동,33.91,169.12,132.22,54.83,193.86,196.22,689.12,310.13,309.76,381.8,437.89,428.79,307.42,331.87,238.69,437.69,521.13,281.81,122.18,46.81,96.58,25.04,60.3,340.28,148.46,2021-11-30
경상북도,송죽동,18.86,76.22,105.25,33.75,106.3,127.78,384.68,189.35,192.74,205.18,218.29,358.07,241.44,269.94,157.81,227.64,147.78,210.89,64.86,26.21,62.48,16.53,37.11,197.16,104.68,2021-11-30
경상북도,연무동,70,254.69,197.86,46.62,202.03,367.14,828.93,492.02,700.75,452.12,563.47,513.62,491,694.04,488,736.1,408,443.65,156.78,62.69,169.76,44.14,89.28,414.95,271.42,2021-11-30
경상북도,영통1동,20.61,119.7,244.67,86.72,229.05,242.65,811.8,430.35,309.2,232.54,482.97,416.61,358.22,490.16,540.45,502.36,465.57,610.02,120.27,46.06,118.87,34.04,72.87,439.89,232.33,2021-11-30
경상북도,영통2동,35.98,308.1,325.59,45.95,318.09,397.54,1098.85,949.09,736.76,701.09,749.43,554.07,679,860.14,574.54,552.15,527.68,603.53,171.71,70.26,206.05,59.35,113.73,599.61,354.18,2021-11-30
경상북도,영통3동,228.88,779.99,422.06,87.15,649.43,868.64,2010.45,1231.82,1520.93,1465.89,1451.57,1899.82,1534.26,1583.27,1296.39,1825.96,1230.4,1141.92,398.33,154.19,423.33,125.84,257.74,1197.4,720.39,2021-11-30
경상북도,영화동,70.47,228.7,235.68,78.68,270.28,343.25,833.31,863.25,545.91,610.4,694.89,610.79,519.65,516.83,446.74,621.6,722.2,390.86,167.83,67.7,185.9,45.66,95.67,474.15,267.28,2021-11-30
경상북도,우만1동,36.24,207.3,227.93,17.87,164.64,324.7,827.99,649.82,315.17,395.32,492.04,506.3,487.83,344.92,413.47,484.69,522.28,438.73,115.24,51.39,140.3,36.36,73.53,387.2,284.83,2021-11-30
경상북도,우만2동,91.84,286.58,176.2,15.82,291.98,278.45,741.83,549.26,885.97,411.23,487.13,546.01,588.46,588.24,618.08,494.77,494.78,431.3,184.85,70.37,152.96,37.67,86.39,438.81,227.88,2021-11-30
경상북도,원천동,249.02,668.84,488.43,174.05,775.35,805,2299.25,1677.61,1108.72,1028.57,1236.46,1876.31,1734.48,1403.71,1781.17,2007.83,1626.76,1189.24,416.02,195.17,532.05,119.31,250.84,1116.37,632.63,2021-11-30
경상북도,율천동,150.2,590.26,424.04,85.61,406.69,843.43,1590.31,1331.54,915.73,1146.21,1075.11,1319.5,1033.79,1103.52,1839.95,1630.7,1104.03,929.44,323.34,126.85,348.27,95.08,206.9,1041.08,586.1,2021-11-30
경상북도,인계동,106.49,881,708.55,113.84,604.5,1205.37,2901.45,2040.05,1348.23,1386.7,2050.08,1696.6,2069.92,1812.8,1347.6,1998.08,1856.93,1194.22,482.85,168.43,432.93,134.08,314,1616.07,893.11,2021-11-30
경상북도,입북동,20.52,89.67,156.7,41.3,128.86,179.34,564.48,326.19,303.81,216.83,282.21,237.3,315.27,214.13,247.12,444.59,325.7,215.27,73.72,34.83,95.6,24.89,49.06,240.81,143.2,2021-11-30
경상북도,정자1동,29.21,114.18,218.21,37.29,149.27,249.62,666.77,255.05,414.62,331.94,321.3,370.9,369.18,442.5,239.42,517.41,494.88,348.35,114.49,41.78,95.34,28.13,65.28,359.7,174.91,2021-11-30
경상북도,정자2동,49.45,100.82,233.46,33.24,161.07,255.91,790.11,466.74,477.89,272.94,483.43,387.57,310.94,567.84,317.78,431.55,259.92,226.44,116.02,44.18,101.46,25.81,64,389.67,192.37,2021-11-30
경상북도,정자3동,78.57,217.66,214.2,56.05,198.4,368.08,775.65,449.5,831.14,377.72,593.22,626.76,496.11,485.68,591.66,564.05,452.02,539.65,151.05,58.78,157.14,41,89.52,468.11,272.17,2021-11-30
경상북도,조원1동,48.41,209.87,281.87,83.05,218.63,404.57,983.87,660.41,522.21,602.16,752.92,831.61,536.29,546.96,441.39,577.15,635.2,391.18,157.8,63.15,175.26,48.59,100.65,521.23,297.83,2021-11-30
경상북도,조원2동,19.93,55.81,99.24,12.78,76.4,111.37,323.8,130.49,175.33,119.42,161.32,140.07,277.85,213.51,141.32,221.27,176.18,163.4,34.24,17.85,68.94,16.31,27.05,130.2,116.46,2021-11-30
경상북도,지동,8.65,83.46,113.87,23.19,113.46,115.72,368.23,247.22,250.75,179.38,175.68,154.88,257.84,171.56,128.57,223.78,255.44,331.61,63.13,30.94,73.98,15.88,33.44,162.88,96.07,2021-11-30
경상북도,파장동,30.47,193.03,382.99,69.86,272.18,404.17,1049.95,849.36,536.07,534.6,576.37,584.2,589.36,713.97,574.62,784.08,676.94,647.04,150.63,72.75,215.22,47.66,92.39,540.57,381.9,2021-11-30
경상북도,평동,32.26,223.49,362.92,78.25,273.89,423.04,973.43,545.44,467.18,525.3,490.75,736.39,650.7,768.22,586.72,852.68,847.07,906.41,150.62,82.17,259.07,52.06,95.13,513.68,329.04,2021-11-30
경상북도,행궁동,21.26,158.68,177.99,37.48,157.06,238.34,674.09,355.72,278.6,285.92,411.84,317.87,498.1,398.72,246.58,512.11,478.07,276.47,76.84,33.08,134.12,33.47,59.23,272.24,270.93,2021-11-30
경상북도,호매실동,9.76,71.54,125.64,53.39,122.11,138.22,401.7,213.83,304.44,231.51,180.43,276.1,259.52,234.61,204.01,380.3,242.19,189.43,52.88,23.9,72.9,23.24,47.25,207.5,153.98,2021-11-30
경상북도,화서1동,37.59,76.64,165.87,28.53,114.01,194.62,683.79,372.56,289.02,183.53,281.84,234.28,349.51,214.83,209.64,276.02,279.79,322.33,89.75,34.86,86.78,22.5,50.39,242.44,127.51,2021-11-30
경상북도,화서2동,24.02,187.49,292.8,57.77,202.67,359.41,752.13,707.22,536.28,344.61,639.13,416.91,473.72,563.06,413.45,807.58,564.7,519.04,149.21,56.3,147.22,38.28,82.59,509.54,275.4,2021-11-30
고양시 덕양구,고등동,3.53,29.49,56.42,5.92,33,62.35,110.63,82.9,59.15,124.58,64.65,87.05,172.71,91.18,103.84,84.88,116.81,46.71,17.23,14.89,49.57,6.32,11,43.7,42.44,2021-11-30
고양시 덕양구,곡선동,4.74,55.48,65.98,3.41,44.69,84.92,93.7,161.75,84.84,85.12,142.08,91.84,110.87,134.24,126.09,208.49,120.85,194.47,24.99,18.06,56.23,10.6,17.25,76.34,59.53,2021-11-30
고양시 덕양구,광교1동,23.54,229.17,269.59,20.98,213.1,330.18,601.79,567.09,437.05,468.18,517.72,578.11,460.94,507.15,610.54,579.15,500.2,692.4,63.53,75.75,298.9,53.75,58.7,235.05,289.72,2021-11-30
고양시 덕양구,광교2동,4.9,56.3,99.09,12.55,75.59,97.26,171.47,138.54,140.23,163.3,145.12,124.55,183.02,163.47,252.67,211.01,226.55,154.44,27.5,26,85.11,11.98,17.01,91.26,94.82,2021-11-30
고양시 덕양구,구운동,20.76,102.5,132.65,7.25,77.41,185.75,339.55,195.17,220.2,342.52,219.64,230.17,252.46,306.75,265.18,306.75,264.72,212.13,50.98,31.28,105.06,21.57,35.8,176.36,133.34,2021-11-30
고양시 덕양구,권선1동,7.66,166.37,141.03,19.42,136.85,197.62,337.59,359.49,275.03,286.23,357.43,331.84,343.8,278.55,369.18,365.58,302.93,406.07,65.77,36.74,140.73,25.39,44.03,229.62,159.79,2021-11-30
고양시 덕양구,권선2동,13.37,46.89,59.96,3.98,61.48,62.73,158.3,117.51,113.61,111.97,217.96,89.57,115.36,123.42,90.22,114.38,120.07,114.6,25.99,14.21,47.71,7.83,14.4,96.31,62.12,2021-11-30
고양시 덕양구,금곡동,22.56,132.16,143.8,10.76,106.33,202.95,357.12,248.25,211.84,301.99,364.96,245.3,385.46,388.53,181.04,485.67,291.65,238.66,61.52,29.76,103.62,19.88,36.89,276.71,177.69,2021-11-30
고양시 덕양구,망포1동,31.39,114.66,87.25,18.57,102.36,149.51,332,170.87,168.58,245.13,312.19,199.08,343,230.65,210.85,337.34,210.31,252.67,55.71,32.34,99.37,19.7,33.58,167.85,112.19,2021-11-30
고양시 덕양구,망포2동,10.63,29.72,26.99,3,41.03,29.31,60.99,38.21,42.41,34.81,81.36,54.74,79.18,89.95,64.09,99.74,87.78,107.05,14.53,7.87,25.74,5.24,9.93,54.12,31.23,2021-11-30
고양시 덕양구,매교동,0.28,10.25,19.46,1.81,12.74,19.08,27.44,26.44,25.27,34.99,21.58,49.84,31.91,31.89,34.29,32.86,31.41,31.06,2.88,4.11,19.22,2.34,2.97,11.93,14.81,2021-11-30
고양시 덕양구,매산동,26.11,209,205.5,19.18,193.82,265.98,533.05,395.71,291.9,406.52,487.63,476.89,495.1,596.57,399.54,457.87,530.85,440.91,66.55,44.08,194.76,51.76,71.55,257.41,280.72,2021-11-30
고양시 덕양구,매탄1동,0.82,12.45,11.84,3.59,12.07,16.63,65.82,18.19,16.26,23.55,28.32,28.44,30.48,24.54,36.18,22.81,21.63,26.82,5.81,3.07,9.38,2.1,3.45,17,14.65,2021-11-30
고양시 덕양구,매탄2동,13.81,157.55,159.82,17.52,138.23,210.46,435.65,339.34,294.18,286.61,325.39,283.1,335.85,439.52,276.8,432.63,403.91,326.1,65.64,42.39,141.64,25.74,44.44,238.15,183.21,2021-11-30
고양시 덕양구,매탄3동,25.04,141.75,194.5,19.5,110.33,270.46,420.28,265.27,356.32,369.72,344.49,376.78,311.63,437.4,470.03,348.01,365.86,498.07,59.22,59.97,220.86,34.61,42.99,170.24,117.63,2021-11-30
고양시 덕양구,매탄4동,3.23,27.27,18.72,10.15,26.65,32.72,63.35,68.01,192.28,59.8,48.76,46.35,36.52,20.19,50.67,23.09,23.94,61.19,11.7,6.32,17.69,4.18,8.17,44.42,26.36,2021-11-30
고양시 덕양구,서둔동,8.55,113.48,108.26,10.77,90.16,150.9,315.33,236.4,222.45,247.56,222.87,288.1,311.76,247.45,187.46,251.18,216.21,144.84,44.42,28.17,95.9,17.72,27.55,149.53,160.28,2021-11-30
고양시 덕양구,세류1동,1.33,15.41,33.46,1.14,17.17,34.16,54.56,29.23,23.39,74.29,41.63,28.17,24.78,55.73,53.49,112.02,53.35,62.83,8.26,5.52,18.35,3.85,7.31,41.03,29.09,2021-11-30
고양시 덕양구,세류2동,2.88,76.1,77.61,7.71,45.09,119.21,289.29,122.65,172.49,78.44,104.03,108.47,131.24,179.05,194.7,263.47,163.12,158.32,35.68,15.81,59.15,13.81,25.6,120.17,80,2021-11-30
고양시 덕양구,세류3동,0.41,21.98,61.51,13.89,43.42,54.38,81.97,73.81,64.77,108.95,113.31,63.56,84.57,96.85,104.77,165.73,81.05,131.1,27.92,10.11,29.21,5.61,12.21,81.72,47.25,2021-11-30
고양시 덕양구,송죽동,1.6,38.1,52.16,4.01,31.59,64.27,168.01,92.87,121.94,73.97,81.25,36.5,46.3,188.32,94.37,97.19,61.14,77.81,26.78,7.94,22.43,4.67,10.8,97.04,52.8,2021-11-30
고양시 덕양구,연무동,5.89,80.67,117.33,12.26,49.99,166.17,184.35,129.24,201.79,227.89,309.58,171.28,188.3,163.68,186.83,417.19,277,130.68,48.71,24.51,88.69,18.35,31.25,119.1,106.73,2021-11-30
고양시 덕양구,영통1동,7.18,51.71,76.33,1.94,51,86.15,181.04,65.91,104.2,101.2,241.42,153.4,98.07,152.01,89.74,126.15,141.28,184.78,37.21,17.88,46.42,9.86,19.76,89.37,62.96,2021-11-30
고양시 덕양구,영통2동,4.64,92.7,80.6,12.62,66.67,123.9,265.8,120.46,225.06,197.71,269.47,198.11,207.06,138.95,128.07,188.72,236.34,106.44,41.87,24.2,90.15,17.05,25.59,88.72,80.97,2021-11-30
고양시 덕양구,영통3동,27.06,234.84,137.64,27.02,131.57,295,432.12,351.99,280.21,305.58,523.81,580.25,405.76,317.7,387,537.1,500.53,494.14,89.56,44.61,164.71,43.53,74.38,256.75,194.48,2021-11-30
고양시 덕양구,영화동,4.61,93.55,129.62,6.04,65.71,168.12,282.83,220.8,179.55,233.82,246.52,253.97,232.72,243.7,190.76,247,234.34,238.33,50.28,28.7,103.98,18.7,30.55,133.47,104.43,2021-11-30
고양시 덕양구,우만1동,7.8,58.17,59.88,6.75,45.87,86.72,120.9,164.14,88.94,120.15,119.28,141.87,100.53,136.67,149.46,223.61,120.3,107.37,26.82,16.53,47.67,10.06,17.07,78.51,90.47,2021-11-30
고양시 덕양구,우만2동,1.75,59.45,35.78,9.77,42.57,64.18,101.5,232.77,145.99,71.32,91.69,78.81,79.74,62.55,56.14,77.01,117.65,170.6,25.88,10.8,33.58,6.86,14.14,92.19,53.59,2021-11-30
고양시 덕양구,원천동,9.26,205.15,154.81,13.74,104.74,278.23,460.56,328.81,372.99,347.24,293.41,342.45,459.79,249.6,437.87,465.26,475.44,361.02,71.7,51.72,194.01,32.83,49.05,187.27,154.52,2021-11-30
고양시 덕양구,율천동,39.7,262.78,108.11,8.48,159.11,259.96,476.14,333.59,312.15,279.88,324.16,315.34,426.59,375.52,722.36,526.18,441.35,492.68,77.88,51.72,183.53,34.26,56.92,254.12,202.11,2021-11-30
고양시 덕양구,인계동,16.48,307.56,253.95,17.32,199.79,395.51,796.09,683.71,463.23,649.2,575.02,655.01,618.92,568.09,466.95,588.87,614.48,469.96,109.98,65.64,237.06,43.23,83.78,406.36,329.04,2021-11-30
고양시 덕양구,입북동,9.26,43.04,67.29,6.08,36.57,89.1,169.14,126.67,128.31,107.36,116.21,147.3,138.17,120.26,113.45,177.2,94.97,67.88,14.65,13.48,54.7,9.61,11.85,93.43,86.13,2021-11-30
고양시 덕양구,정자1동,12.69,59.08,43.07,2.3,50.03,67.1,189.62,108.21,132,132.54,141.39,54.82,71.14,120.36,78.59,162.36,126.48,85.06,26.23,15.33,38.3,7.82,15.77,95.71,55.87,2021-11-30
고양시 덕양구,정자2동,19.04,57.91,51.87,8.8,36.27,101.35,141.01,81.72,115.07,112.76,138.08,138.85,135.28,125.14,164.46,151.02,126.59,216.88,27.18,14.38,46.91,10.27,17.89,113.94,75.24,2021-11-30
고양시 덕양구,정자3동,61.9,91.92,63.09,12.68,74.48,155.11,304.89,219.55,232.57,130.2,189.11,194.63,286.74,218.46,197.38,369.06,200.69,204.86,48.98,24.4,105.86,20.16,28.55,139.23,94.5,2021-11-30
고양시 덕양구,조원1동,8.59,92.98,111.54,22.66,97.78,138,293.89,194.28,159.92,207.24,224.11,193.1,229.58,210.52,266.83,411.23,205.13,228.56,36.48,31.96,100.05,18.5,27.7,160.7,128.24,2021-11-30
고양시 덕양구,조원2동,5.05,23.84,24.94,2.46,20.75,35.54,89.83,63.14,54.66,53.43,78.24,43.44,53.86,57.01,41.01,60.77,42.32,36.82,4.64,5.67,24.88,4.95,7,33.31,46.06,2021-11-30
고양시 덕양구,지동,3.04,36.55,28.05,2.2,24.45,45.39,95.6,109.65,38.92,42.36,93.15,75.57,53.39,99.31,37.99,51.54,93.12,46.34,15.72,8.21,25.32,4.92,9.6,44.36,37.4,2021-11-30
고양시 덕양구,파장동,22.8,112.25,127.95,20.16,87.56,195.61,460.09,317.83,141.31,241.82,256.89,224.07,244.53,312.52,246.67,378.87,364.43,209.46,37.69,40.53,141.35,18.77,28.87,158.76,164.63,2021-11-30
고양시 덕양구,평동,7.31,121.78,176.07,11.34,75.62,240.87,276.21,218.8,185.75,194.72,226.66,268.31,277.86,399.34,572.42,441.35,356.92,377.35,48.12,40.07,166.61,24.77,33.45,170.28,154.94,2021-11-30
고양시 덕양구,행궁동,5,72.73,72.95,6.76,63.74,93.7,146.93,137.81,174.49,111.57,336.71,105.58,167.43,152.44,137.32,205.15,125.05,82.66,21.74,14.84,67.31,13.54,18.94,87.87,122.67,2021-11-30
고양시 덕양구,호매실동,3.04,38.67,44.3,3.49,48,41.5,113.95,81.35,43.84,79.22,137.97,49.14,121.01,49,76.47,163.07,102.73,54.1,18.25,10.48,36.72,7.95,12.2,48.78,50.55,2021-11-30
고양시 덕양구,화서1동,4.38,37.96,49.55,1.05,27.5,65.44,169.59,172.17,42.69,58.48,64.16,106.43,77.42,92.75,68.53,118.15,85.35,59.79,16.21,12.03,36.91,5.62,9.61,69.77,53.05,2021-11-30
고양시 덕양구,화서2동,9.59,67.18,57.97,5.4,41.43,98.7,224.86,147.37,91.35,82.72,113.53,114.69,127.01,151.26,143.04,198.11,184.64,102.37,23.72,18.21,55.15,9.84,16,100.13,83.38,2021-11-30
고양시 일산동구,고등동,2.18,26.23,31.24,1.15,20.22,40.58,71.87,42.79,47.54,53.91,82.63,48.67,63.91,56.61,53.5,65.73,72.91,67.91,9.54,8.62,29.43,3.94,5.66,37.96,31.92,2021-11-30
고양시 일산동구,곡선동,13.91,51.37,60.02,3.77,48.31,80.76,186.64,208.67,293.29,145.34,76.34,127.14,86.79,39.56,74.38,126.18,102.27,85.25,32.88,15.27,47.32,9.21,18.01,84.48,60.69,2021-11-30
고양시 일산동구,광교1동,22.49,228.03,228.81,12.88,228.11,264.09,670.85,636.24,608.08,464.58,425.56,466.4,423.46,387.93,386.22,516.09,479.79,445,66.64,62.35,241.75,43.44,59.82,255.98,282.11,2021-11-30
고양시 일산동구,광교2동,17.28,60.93,81.68,5.94,62.47,103.37,175.18,104.53,228.44,178.2,231.2,186.02,119.44,126.95,134.28,148.84,181.25,172.24,24.83,24.07,75.9,11.08,16.99,100.6,97.91,2021-11-30
